serial_no,slide_id,state,district,slide_name,road_location,latitude,longitude,material,movement_type,history
18851,MN/TAM/83H05/2018/99,Manipur,Tamenglong,,Sangrungpang,24.877417,93.460583,Rock,Slide,
18852,MN/KAM/83L05/2018/45,Manipur,Kamjong,,1 km N of Shakok Village,24.883132,94.31281,Debris,Slide,
18853,MN/TAM/83H05/2018/9,Manipur,Tamenglong,,NH-137,24.883194,93.465667,Debris,Slide,
18854,MN/KAM/83L09/2017/19,Manipur,Kamjong,,Chattrick Kamjong road,24.884389,94.601306,Debris,Slide,
18855,MN/KAM/83L09/2017/15,Manipur,Kamjong,,Chattrick Kamjong road,24.884889,94.613222,Debris,Slide,
18856,MN/KAM/83L05/2018/46,Manipur,Kamjong,,1.5 km N of Shakok Village,24.8852,94.313301,Rock,Slide,
18857,MN/KAM/83L09/2017/16,Manipur,Kamjong,,Chattrick Kamjong road,24.887722,94.610194,Debris,Slide,
18858,MN/TAM/83H05/2018/8,Manipur,Tamenglong,,NH-137,24.888472,93.473028,Debris,Slide,
18859,MN/KAM/83L09/2017/18,Manipur,Kamjong,,Chattrick Kamjong road,24.888528,94.601694,Soil,Slide,
18860,MN/NON/83H09/2018/68,Manipur,Noney,,Noney to Kabui Khullen road,24.888556,93.641472,Debris,Slide,
18861,MN/KAM/83L05/2018/48,Manipur,Kamjong,,N of Shakok Village,24.889031,94.306125,Debris,Slide,
18862,MN/NON/83H09/2018/62,Manipur,Noney,,Data taken from Haochong village- Noney highway,24.890167,93.707572,Debris,Slide,
18863,MN/TAM/83H05/2018/26,Manipur,Tamenglong,,Tabanglong,24.890333,93.466667,Debris,Slide,
18864,MN/KAM/83L09/2017/17,Manipur,Kamjong,,Chattrick Kamjong road,24.8905,94.607056,Debris,Slide,
18865,MN/KAM/83L05/2018/47,Manipur,Kamjong,,2 km N of Shakok Village,24.890806,94.319308,Debris,Slide,
18866,MN/UKH/83L01/2018/35,Manipur,Ukhrul,,Marou,24.892028,94.238389,Rock cum debris,Slide,
18867,MN/KAM/83L05/2018/49,Manipur,Kamjong,,3 km N of Shakok Village,24.894359,94.320541,Debris,Slide,
18868,MN/KAM/83L05/2018/52,Manipur,Kamjong,,4 km N of Shakok Village,24.894944,94.323111,Debris,Slide,
18869,MN/UKH/83L01/2018/34,Manipur,Ukhrul,,Marou,24.895,94.242972,Rock cum debris,Slide,
18870,MN/UKH/83L01/2018/33,Manipur,Ukhrul,,T.Hungdung,24.895806,94.243944,Rock cum debris,Slide,
18871,MN/KAM/83L05/2018/53,Manipur,Kamjong,,4.5 km N of Shakok Village,24.897722,94.328472,Rock,Topple,
18872,MN/TAM/83H05/2018/7,Manipur,Tamenglong,,NH-137,24.898,93.487722,Debris,Slide,
18873,MN/UKH/83L05/2018/3,Manipur,Ukhrul,,2 km South of Phalang Village.,24.898438,94.328686,Debris,Slide,
18874,MN/KAM/83L05/2018/58,Manipur,Kamjong,,0.5 km W of Godah Village,24.901194,94.342444,Debris,Slide,
18875,MAN/TAM/83H05/2008/C-18,Manipur,Tamenglong,Tamenglong-Khongsang road (near Tabanglong) slide,,24.90139,93.45389,Debris,Slide,19 June 2008
18876,MN/KAM/83L05/2018/56,Manipur,Kamjong,,1 km W of Godah Village,24.901444,94.338306,Soil,Slide,
18877,MN/KAM/83L05/2018/57,Manipur,Kamjong,,0.7 km W of Godah Village,24.901861,94.341944,Debris,Slide,
18878,MN/KAM/83L05/2018/66,Manipur,Kamjong,,3 km NW of Kamjong,24.906333,94.482917,Debris,Slide,
18879,MN/UKH/83L05/2018/2,Manipur,Ukhrul,,0.5 km South of Phalang Village.,24.90725,94.335333,Debris,Slide,
18880,MN/KAM/83L05/2018/54,Manipur,Kamjong,,5 km N of Shakok Village,24.908389,94.335056,Rock,Topple,
18881,MN/KAM/83L05/2018/55,Manipur,Kamjong,,5.2 km N of Shakok Village,24.908778,94.333417,Rock,Fall,
18882,MN/KAM/83L05/2018/51,Manipur,Kamjong,,N of Shakok Village,24.909542,94.316778,Debris,Slide,
18883,MN/KAM/83L05/2018/67,Manipur,Kamjong,,4.5 km NW of Kamjong,24.909889,94.486778,Rock,Slide,
18884,MN/KAM/83L05/2018/50,Manipur,Kamjong,,N of Shakok Village,24.910619,94.321092,Debris,Slide,
18885,MN/UKH/83L01/2018/32,Manipur,Ukhrul,,Singta,24.911194,94.242111,Rock cum debris,Slide,
18886,MN/TAM/83H05/2018/5,Manipur,Tamenglong,,Kahulong,24.911722,93.484361,Debris,Slide,
18887,MN/UKH/83L01/2018/31,Manipur,Ukhrul,,Marou,24.913611,94.242028,Rock cum debris,Slide,
18888,MN/KAM/83L05/2018/69,Manipur,Kamjong,,6 km NW of Kamjong,24.91475,94.464944,Debris,Slide,
18889,MN/UKH/83L01/2018/30,Manipur,Ukhrul,,Singta village,24.914778,94.242583,Rock cum debris,Slide,
18890,MN/KAM/83L09/2017/41,Manipur,Kamjong,,Chahong Khullen,24.9155,94.578333,Debris,Slide,
18891,MN/KAM/83L09/2017/42,Manipur,Kamjong,,Chahong Khullen,24.915806,94.578222,Soil,Slide,
18892,MN/KAM/83L05/2018/68,Manipur,Kamjong,,4.5 km NW of Kamjong,24.916083,94.486889,Debris,Slide,
18893,MN/TAM/83H05/2018/94,Manipur,Tamenglong,,Kahulong,24.916444,93.481556,Debris,Slide,
18894,MN/TAM/83H05/2018/92,Manipur,Tamenglong,,Akhui,24.917278,93.471167,Debris,Slide,
18895,MN/KAM/83L09/2017/43,Manipur,Kamjong,,Chahong Khullen,24.917611,94.576556,Soil,Slide,
18896,MN/KAM/83L09/2017/44,Manipur,Kamjong,,Chahong Khullen,24.9179,94.0,Rock,Slide,
18897,MN/KAM/83L05/2018/70,Manipur,Kamjong,,8 km NW of Kamjong,24.919751,94.461919,Debris,Slide,
18898,MN/KAM/83L09/2017/39,Manipur,Kamjong,,Chahong Khullen,24.919917,94.567111,Soil,Slide,
18899,MN/KAM/83L09/2017/40,Manipur,Kamjong,,Chahong Khullen,24.920056,94.568778,Debris,Slide,
18900,MN/KAM/83L09/2017/38,Manipur,Kamjong,,Chahong Khullen,24.921167,94.563361,Debris,Slide,
18901,MN/NON/83H09/2018/59,Manipur,Noney,,Data taken from Haochong village,24.922861,93.633144,Debris,Slide,
18902,MN/KAM/83L09/2017/37,Manipur,Kamjong,,Chahong Khullen,24.924528,94.559833,Debris,Slide,
18903,MN/UKH/83L05/2018/1,Manipur,Ukhrul,,1.5 km South of Leiting Village.,24.925194,94.337056,Debris,Slide,
18904,MN/NON/83H13/2018/001,Manipur,Noney,Kotlen landslide,NH37/Kotlen,24.9252,94.3371,Rock,Slide,06 June 2018
18905,MN/KAN/83H13/2018/11,Manipur,Kangpokpi,,Samuk,24.927139,93.789333,Rock cum debris,Slide,
18906,MN/KAN/83H13/2018/10,Manipur,Kangpokpi,,Samuk,24.930056,93.797167,Debris,Slide,
18907,MN/UKH/83L01/2018/3,Manipur,Ukhrul,,NH 102,24.930278,94.149361,Rock cum debris,Slide,
18908,MN/TAM/83H05/2018/93,Manipur,Tamenglong,,Ramlalong,24.930806,93.444833,Debris,Slide,
18909,MN/UKH/83L01/2018/4,Manipur,Ukhrul,,NH 102,24.930944,94.151639,Soil,Slide,
18910,MN/UKH/83L01/2018/28,Manipur,Ukhrul,,Singta village,24.931167,94.227111,Rock,Slide,
18911,MN/UKH/83L01/2018/29,Manipur,Ukhrul,,Singta village,24.931333,94.228917,Rock cum debris,Slide,
18912,MN/KAM/83L05/2018/21,Manipur,Kamjong,,E of Laushing Village,24.932631,94.417417,Debris,Slide,
18913,MN/KAM/83L05/2018/71,Manipur,Kamjong,,11 km NW of Kamjong,24.934336,94.460091,Debris,Slide,
18914,MN/UKH/83L01/2018/2,Manipur,Ukhrul,,NH 102,24.934833,94.184944,Rock,Slide,
18915,MN/NON/83H09/2018/73,Manipur,Noney,,Noney to Kabui Khullen road,24.935611,93.654444,Debris,Slide,
18916,MN/UKH/83L01/2018/1,Manipur,Ukhrul,,NH 102,24.936361,94.160028,Soil,Slide,
18917,MN/KAM/83L09/2017/36,Manipur,Kamjong,,Chahong Khullen,24.938361,94.549556,Debris,Slide,
18918,MN/UKH/83L01/2018/20,Manipur,Ukhrul,,Sikibung,24.93875,94.181861,Soil cum debris,Slide,
18919,MN/KAM/83L09/2017/35,Manipur,Kamjong,,Chahong Khullen,24.938806,94.549278,Rock,Slide,
18920,MN/KAM/83L09/2017/34,Manipur,Kamjong,,Chahong Khullen,24.939167,94.548889,Rock,Slide,
18921,MN/UKH/83L01/2018/44,Manipur,Ukhrul,,Sikibung,24.940333,94.202556,Rock cum debris,Slide,
18922,MN/KAN/83H13/2018/17,Manipur,Kangpokpi,,Nakhujang,24.940583,94.008889,Rock cum debris,Slide,
18923,MN/KAN/83H13/2018/18,Manipur,Kangpokpi,,Nakhujang,24.940611,94.009083,Rock cum debris,Slide,
18924,MN/UKH/83L01/2018/5,Manipur,Ukhrul,,NH 102,24.940611,94.1515,Soil,Slide,
18925,MN/UKH/83L01/2018/45,Manipur,Ukhrul,,Sikibung,24.940944,94.201889,Rock cum debris,Slide,
18926,MN/UKH/83L01/2018/6,Manipur,Ukhrul,,NH 102,24.940972,94.151528,Soil,Slide,
18927,MN/UKH/83L01/2018/27,Manipur,Ukhrul,,Singta village,24.94125,94.220861,Rock cum debris,Slide,
18928,MN/KAM/83L09/2017/33,Manipur,Kamjong,,Chahong Khullen,24.94225,94.541056,Soil,Slide,
18929,MN/TAM/83H05/2018/4,Manipur,Tamenglong,,Tamenglong,24.942778,93.495333,Debris,Slide,
18930,MN/KAM/83L05/2018/72,Manipur,Kamjong,,12 km NW of Kamjong,24.943258,94.457787,Rock,Slide,
18931,MN/NON/83H09/2018/60,Manipur,Noney,,,24.943778,93.706472,Debris,Slide,
18932,MN/TAM/83H05/2018/95,Manipur,Tamenglong,,Kahulong,24.943833,93.488917,Debris,Slide,
18933,MN/KAM/83L09/2017/32,Manipur,Kamjong,,Chahong Khullen,24.944083,94.538667,Soil,Slide,
18934,MN/UKH/83L01/2018/7,Manipur,Ukhrul,,Zelenbung,24.946889,94.155111,Soil,Slide,
18935,MN/UKH/83L01/2018/23,Manipur,Ukhrul,,Sikibung,24.946944,94.191194,Soil cum debris,Slide,
18936,MN/UKH/83L01/2018/22,Manipur,Ukhrul,,Sikibung,24.9475,94.188889,Soil cum debris,Slide,
18937,MN/TAM/83H05/2018/3,Manipur,Tamenglong,,Tamenglong,24.94775,93.492889,Rock,Fall,
18938,MN/UKH/83L01/2018/21,Manipur,Ukhrul,,Sikibung,24.947972,94.187972,Soil cum debris,Slide,
18939,MN/KAM/83L09/2017/30,Manipur,Kamjong,,Chahong Khullen,24.948056,94.534778,Soil,Slide,
18940,MN/KAM/83L09/2017/31,Manipur,Kamjong,,Chahong Khullen,24.948083,94.535556,Debris,Slide,
18941,MN/UKH/83L01/2018/8,Manipur,Ukhrul,,Zelenbung,24.948444,94.1555,Soil,Slide,
18942,MN/KAM/83L05/2018/78,Manipur,Kamjong,,1 km SE of Maku Village,24.948667,94.4835,Debris,Slide,
18943,MN/UKH/83L01/2018/9,Manipur,Ukhrul,,Zelenbung,24.949167,94.155389,Soil,Slide,
18944,MN/KAM/83L05/2018/77,Manipur,Kamjong,,0.5 km SE of Maku Village,24.949274,94.473427,Debris,Slide,
18945,MN/TAM/83H05/2018/96,Manipur,Tamenglong,,Kahulong,24.950139,93.481278,Debris,Slide,
18946,MN/TAM/83H05/2018/97,Manipur,Tamenglong,,Kahulong,24.950278,93.481917,Debris,Slide,
18947,MN/TAM/83H05/2018/98,Manipur,Tamenglong,,Kahulong,24.950361,93.482333,Rock,Slide,
18948,MN/UKH/83L01/2018/15,Manipur,Ukhrul,,NH 102,24.950583,94.177778,Soil cum debris,Slide,
18949,MN/UKH/83L01/2018/19,Manipur,Ukhrul,,NH 102,24.950583,94.186028,Soil cum debris,Slide,
18950,MN/UKH/83L01/2018/16,Manipur,Ukhrul,,NH 102,24.951444,94.179278,Rock cum debris,Slide,
18951,MN/KAM/83L09/2017/29,Manipur,Kamjong,,Chahong Khullen,24.952,94.529028,Soil,Slide,
18952,MN/TAM/83H05/2018/2,Manipur,Tamenglong,,Tamenglong,24.952611,93.487611,Debris,Slide,
18953,MN/KAM/83L05/2018/79,Manipur,Kamjong,,2.5 km SE of Maku Village,24.954887,94.493465,Debris,Slide,
18954,MN/UKH/83L01/2018/10,Manipur,Ukhrul,,Zelenbung,24.955167,94.157778,Soil,Slide,
18955,MN/UKH/83L01/2018/11,Manipur,Ukhrul,,Zelenbung,24.955972,94.157889,Soil,Slide,
18956,MN/KAM/83L09/2017/28,Manipur,Kamjong,,Chahong Khullen,24.956083,94.522278,Debris,Slide,
18957,MN/KAM/83L09/2017/27,Manipur,Kamjong,,Chahong Khullen,24.95625,94.520083,Soil,Slide,
18958,MN/UKH/83L01/2018/24,Manipur,Ukhrul,,Mayophung,24.956472,94.155694,Rock cum debris,Fall,
18959,MN/KAM/83L05/2018/73,Manipur,Kamjong,,0.5 km NE of Maku Village,24.957209,94.473616,Debris,Slide,
18960,MN/KAM/83L05/2018/74,Manipur,Kamjong,,0.5 km NE of Maku Village,24.957303,94.473342,Debris,Slide,
18961,MN/KAM/83L09/2017/26,Manipur,Kamjong,,Chahong Khullen,24.957333,94.50075,Debris,Slide,
18962,MN/UKH/83L01/2018/12,Manipur,Ukhrul,,Zelenbung,24.957833,94.162444,Rock cum debris,Slide,
18963,MN/KAM/83L05/2018/76,Manipur,Kamjong,,1 km NE of Maku Village,24.958261,94.473862,Debris,Slide,
18964,MN/KAM/83L09/2017/14,Manipur,Kamjong,,Chattrick khullen,24.958833,94.618917,Soil,Slide,
18965,MN/KAM/83L09/2017/8,Manipur,Kamjong,,Kamjong,24.964694,94.6175,Soil,Slide,
18966,MN/NON/83H09/2018/61,Manipur,Noney,,,24.965053,93.731514,Debris,Slide,
18967,MN/UKH/83L01/2018/13,Manipur,Ukhrul,,Zelenbung,24.969056,94.173528,Rock cum debris,Slide,
18968,MN/KAM/83L05/2018/75,Manipur,Kamjong,,2 km NE of Maku Village,24.969479,94.483082,Debris,Slide,
18969,MN/KAM/83L09/2017/9,Manipur,Kamjong,,Chattrick,24.970167,94.618,Debris,Slide,
18970,MN/TAM/83H09/2018/23,Manipur,Tamenglong,,"Bhalok village, part-3, Tamenglong district",24.971389,93.559056,Debris,Slide,
18971,MN/NON/83H09/2018/72,Manipur,Noney,,Noney to Kabui Khullen road,24.974128,93.666128,Debris,Slide,
18972,MN/NON/83H09/2018/70,Manipur,Noney,,Noney to Kabui Khullen road,24.975175,93.652939,Debris,Slide,
18973,MN/UKH/83L01/2018/25,Manipur,Ukhrul,,Mayophung,24.9755,94.155,Soil cum debris,Slide,
18974,MN/TAM/83H09/2018/24,Manipur,Tamenglong,,"Below Bhalok village, part-1, Tamenglong district",24.975961,93.567983,Debris,Slide,
18975,MN/TAM/83H09/2018/27,Manipur,Tamenglong,,"above NH-137,Tamenglong town towards Noney",24.97775,93.502639,Debris,Slide,
18976,MN/KAM/83L09/2017/10,Manipur,Kamjong,,Maokot,24.978139,94.614861,Debris,Slide,
18977,MN/TAM/83H09/2018/26,Manipur,Tamenglong,,NH-37,24.978389,93.502278,Debris,Slide,
18978,MN/TAM/83H05/2018/6,Manipur,Tamenglong,,Tamenglong,24.978444,93.5,Debris,Slide,
18979,MN/TAM/83H09/2018/18,Manipur,Tamenglong,,NH-137,24.978611,93.528278,Soil,Slide,
18980,MN/KAM/83L09/2017/11,Manipur,Kamjong,,Maokot,24.98025,94.613972,Soil,Slide,
18981,MN/NON/83H09/2018/69,Manipur,Noney,,Noney to Kabui Khullen road,24.981031,93.654678,Debris,Slide,
18982,MN/TAM/83H09/2018/17,Manipur,Tamenglong,,NH-137,24.982611,93.52,Debris,Slide,
18983,MN/TAM/83H09/2018/16,Manipur,Tamenglong,,"16 Hougailong, Ward-4, Tamenglong",24.982694,93.507,Debris,Slide,
18984,MN/UKH/83L01/2018/43,Manipur,Ukhrul,,Shongpel,24.982917,94.162639,Rock cum debris,Slide,
18985,MN/NON/83H9/2018/006,Manipur,Noney,5 Km SSW of Kotlen Landslide (NH37),NH37/ ImphalJiribam Highway/ 5Kms from Kotlen towards Noney.,24.983194,93.500417,Debris,Slide,Initiated on 12-06-18 reactivated on 22- 06018
18986,MN/UKH/83L01/2018/48,Manipur,Ukhrul,,Mayophung,24.983528,94.158333,Soil cum debris,Slide,12 June 2018
18987,MN/UKH/83L01/2018/26,Manipur,Ukhrul,,Mayophung,24.983722,94.158306,Soil,Slide,
18988,MN/TAM/83H05/2018/1,Manipur,Tamenglong,,New Kanan Tamenglong,24.983806,93.497528,Debris,Slide,22 June 2018
18989,MN/TAM/83H09/2018/28,Manipur,Tamenglong,,"Above NH-137,Tamenglong town towards Tamei",24.984528,93.509861,Soil,Slide,
18990,MN/TAM/83H09/2018/19,Manipur,Tamenglong,,NH-137,24.984722,93.524917,Rock,Slide,
18991,MN/TMG/83H01/2018/001,Manipur,Tamenglong,Makru Bridge Landslide,NH37/ ImphalJiribam Highway/ Makru Bridge,24.985167,93.508306,Debris,Slide,3 May 2018
18992,MN/TAM/83H05/2018/16,Manipur,Tamenglong,,Neigailong Tamenglong,24.985389,93.49275,Debris,Slide,
18993,MN/TMG/83H09/2018/002,Manipur,Tamenglong,New Kanan Slide,New Kanan village,24.98575,93.497389,Soil,Slide,2014
18994,MN/TAM/83H05/2018/17,Manipur,Tamenglong,,Neigailong Tamenglong,24.985806,93.492972,Soil,Slide,
18995,MN/KAM/83L09/2017/12,Manipur,Kamjong,,Maokot,24.985833,94.60825,Debris,Slide,
18996,MN/TAM/83H09/2018/14,Manipur,Tamenglong,,"Tamenglong- Tamei road, New Salem, Tamenglong",24.985944,93.504944,Soil,Slide,
18997,MAN/TAM/83H09/2007/C-2,Manipur,Tamenglong,Tamenglong slide,,24.98611,93.50583,Debris,Slide,24 August 2007
18998,MN/TAM/83H05/2018/14,Manipur,Tamenglong,,Neigailong Tamenglong,24.986333,93.494361,Debris,Slide,
18999,MN/TAM/83H05/2018/13,Manipur,Tamenglong,,Neigailong Tamenglong,24.986444,93.494,Debris,Slide,
19000,MN/TAM/83H05/2018/15,Manipur,Tamenglong,,Neigailong Tamenglong,24.986472,93.49425,Soil,Slide,
19001,MN/TAM/83H09/2018/22,Manipur,Tamenglong,,"Below NH-137, New Salem area.",24.986861,93.506028,Debris,Slide,
19002,MAN/TAM/83H09/2007/C-3A,Manipur,Tamenglong,New Salem Leikai slide,,24.98722,93.50361,Debris,Slide,28.08.2007
19003,MAN/TAM/83H09/2007/C-3B,Manipur,Tamenglong,New Salem Leikai-2 slide,,24.98722,93.50361,Debris,Slide,28.08.2007
19004,MN/TAM/83H09/2018/20,Manipur,Tamenglong,,NH-137,24.987361,93.525333,Rock,Slide,
19005,MN/TAM/83H09/2018/21,Manipur,Tamenglong,,"Below LS-15, New Salem, Tamenglong",24.987464,93.506244,Soil,Slide,
19006,MN/TAM/83H09/2018/15,Manipur,Tamenglong,,"Below Police Station, New Salem, Tamenglong",24.987583,93.506167,Debris,Slide,
19007,MN/TAM/83H05/2018/12,Manipur,Tamenglong,,Tamenglong,24.987667,93.494361,Debris,Slide,
19008,MN/NON/83H09/2018/71,Manipur,Noney,,Noney to Kabui Khullen road,24.987986,93.671258,Debris,Slide,
19009,MN/TAM/83H09/2018/25,Manipur,Tamenglong,,"Tamenglong town, 150m NW of LS-15",24.989697,93.507075,Debris,Slide,
19010,MN/UKH/83L01/2018/17,Manipur,Ukhrul,,NH 102,24.989944,94.233611,Soil cum debris,Slide,
19011,MAN/TAM/83H09/2007/C-7A,Manipur,Tamenglong,Capentry area slide,,24.99083,93.50583,Debris,Slide,28 August 2007
19012,MAN/TAM/83H09/2007/C-7B,Manipur,Tamenglong,Capentary area-2 slide,,24.99083,93.50583,Debris,Slide,28 August 2007
19013,MN/UKH/83L01/2018/18,Manipur,Ukhrul,,NH 102,24.991444,94.2345,Rock cum debris,Slide,
19014,MN/KAM/83L09/2017/13,Manipur,Kamjong,,Maokot,24.991833,94.603306,Debris,Slide,
19015,MN/UKL/83L01/2018/008,Manipur,Ukhrul,New Heaven Slide,Old Imphal ΓÇô Ukhrul road,24.992889,94.230583,Rock,Slide,"first week of July, 2018"
19016,MAN/TAM/83H05/2007/C-5,Manipur,Tamenglong,Guigailuang-2 slide,,24.99306,93.4975,Debris,Slide,28 August 2007
19017,MN/UKH/83L01/2018/14,Manipur,Ukhrul,,Lamlai Chingphei,24.994278,94.205917,Rock cum debris,Slide,28 August 2007
19018,MN/KAN/83L01/2018/46,Manipur,Kangpokpi,,Khonkon village,24.996444,94.021444,Rock cum debris,Slide,
19019,MAN/TAM/83H09/2007/C-6,Manipur,Tamenglong,Tamenglong-2 slide,,24.99694,93.50222,,,28 August 2007
19020,MN/KAN/83L01/2018/47,Manipur,Kangpokpi,,Khonkon village,24.997972,94.020444,Rock cum debris,Slide,28 August 2007
19022,MAN/TAM/83G12/2017/0054,Manipur,Tamenglong,,Dailong road,25.006694,93.523444,Rock,Slide,
19023,MAN/UKH/83K08/2015/013,Manipur,Ukhrul,,3km S of Gamnum village,25.007917,94.452972,Debris,Slide,
19025,MAN/UKH/83K08/2015/014,Manipur,Ukhrul,,Nearly 6km from Changa on the way to Gamnum,25.012111,94.464833,Debris,Slide,
19026,MAN/TAM/83G12/2017/0056,Manipur,Tamenglong,,Dailong road,25.013083,93.530111,Debris,Slide,
19027,MAN/TAM/83G12/2017/0055,Manipur,Tamenglong,,Dailong road,25.013161,93.529758,Debris,Slide,
19028,MAN/TAM/83G12/2017/0057,Manipur,Tamenglong,,Dailong road,25.013472,93.530472,Rock,Slide,
19029,MAN/SEN/83K04/2015/99,Manipur,Senapati,,ALONG SAIKUL ROAD,25.016375,94.021711,Debris,Slide,2015
19030,MAN/UKH/83K08/2015/006,Manipur,Ukhrul,,"Ukhrul- Imphal Highway, Near Patkai College",25.019139,94.332472,Debris,Subsidence,
19031,MAN/UKH/83K08/2015/009,Manipur,Ukhrul,,Nearly 2km N of Changa Village,25.020361,94.4095,Debris,Subsidence,
19032,MAN/UKH/83K08/2015/015,Manipur,Ukhrul,,2km E of Gamnum,25.023056,94.449306,Debris,Slide,
19033,MAN/UKH/83K08/2015/016,Manipur,Ukhrul,,2km E of Gamnum,25.023111,94.449361,Debris,Slide,
19034,MAN/TAM/83G12/2017/0058,Manipur,Tamenglong,,Dailong road,25.025472,93.537028,Rock,Slide,
19035,MAN/TAM/83G12/2017/0059,Manipur,Tamenglong,,Dailong road,25.025639,93.537222,Rock,Slide,
19036,MAN/UKH/83K08/2015/010,Manipur,Ukhrul,,Nearly 6km from Changa on the way to Gamnum,25.027333,94.423583,Debris,Slide,
19037,MAN/UKH/83K08/2015/005,Manipur,Ukhrul,,"Ukhrul- Imphal Highway, Near Patkai College",25.027528,94.316806,Debris,Slide,
19038,MAN/SEN/83K04/2015/98,Manipur,Senapati,,ALONG SAIKUL ROAD,25.028456,94.015522,Debris,Slide,2014
19039,MAN/TAM/83G12/2017/0060,Manipur,Tamenglong,,Dailong road,25.029333,93.586167,Debris,Slide,
19040,MAN/UKH/83K08/2015/011,Manipur,Ukhrul,,Nearly 6km from Changa on the way to Gamnum,25.033278,94.431806,Debris,Subsidence,
19041,MAN/UKH/83K08/2015/012,Manipur,Ukhrul,,Shangshak- Gamnum road.,25.033778,94.43625,Debris,Slide,
19042,MAN/UKH/83K08/2015/004,Manipur,Ukhrul,,Ukhrul- Imphal Highway,25.034611,94.31925,Debris,Subsidence,
19043,MAN/SEN/83K04/2015/100,Manipur,Senapati,,Along Saikul road,25.038753,94.152236,Debris,Slide,2015
19044,MAN/SEN/83K04/2015/102,Manipur,Senapati,,Along Tungou raod via Imphal,25.042333,94.241111,Debris,Slide,2015
19045,MAN/SEN/83K04/2015/101,Manipur,Senapati,,Along Tungou raod via Imphal,25.044111,94.233778,Debris,Slide,2015
19046,MN/TMG/83H09/2018/001,Manipur,Tamenglong,New Salem Slide,New Salem (Along TamenglongTamei State Highway),25.047833,92.789306,Soil,Slide,11 July 2018
19047,MAN/UKH/83K08/2015/003,Manipur,Ukhrul,,Near major quarry on the way to Imphal.,25.048417,94.332389,Debris,Subsidence,
19048,MN/UKH/83K12/2017/11,Manipur,Ukhrul,,Sahamphung,25.049,94.551028,Soil,Slide,
19049,MAN/TAM/83G12/2017/0061,Manipur,Tamenglong,,Dailong road,25.049861,93.602389,Debris,Slide,
19050,MN/UKH/83K12/2017/12,Manipur,Ukhrul,,Sahamphung,25.050417,94.551167,Debris,Slide,
19051,MN/UKH/83K12/2017/10,Manipur,Ukhrul,,Sahamphung,25.050694,94.555139,Debris,Slide,
19052,MN/UKH/83K12/2017/9,Manipur,Ukhrul,,Lanchah,25.05125,94.556111,Debris,Slide,
19053,MN/UKH/83K12/2017/13,Manipur,Ukhrul,,Sahamphung,25.051944,94.551111,Soil,Slide,
19054,MN/UKH/83K12/2017/14,Manipur,Ukhrul,,Sahamphung,25.052833,94.551083,Soil,Slide,
19055,MN/UKH/83K12/2017/15,Manipur,Ukhrul,,Sahamphung,25.054,94.550972,Soil,Slide,
19056,MAN/TAM/83G12/2017/0062,Manipur,Tamenglong,,Dailong road,25.054083,93.603694,Debris,Slide,
19057,MN/UKH/83K12/2017/27,Manipur,Ukhrul,,Mapum,25.054722,94.526528,Debris,Slide,
19058,MN/UKH/83K12/2017/16,Manipur,Ukhrul,,Sahamphung,25.054917,94.551306,Debris,Slide,
19059,MN/UKH/83K12/2017/26,Manipur,Ukhrul,,Mapum,25.054944,94.530528,Debris,Slide,
19060,MAN/TAM/83G12/2017/0063,Manipur,Tamenglong,,Dailong road,25.055139,93.603778,Debris,Slide,
19061,MN/UKH/83K12/2017/88,Manipur,Ukhrul,,Khayang,25.055186,94.599525,Debris,Slide,
19062,MN/UKH/83K12/2017/62,Manipur,Ukhrul,,Khayang,25.055278,94.567861,Debris,Slide,
19063,MN/UKH/83K12/2017/20,Manipur,Ukhrul,,Sahamphung,25.055278,94.56436,Soil,Slide,
19064,MN/UKH/83K12/2017/58,Manipur,Ukhrul,,Khayang,25.056,94.600667,Debris,Slide,
19065,MN/UKH/83K12/2017/17,Manipur,Ukhrul,,Sahamphung,25.0565,94.551528,Soil,Slide,
19066,MN/UKH/83K12/2017/25,Manipur,Ukhrul,,Mapum,25.057167,94.532194,Debris,Slide,
19067,MAN/TAM/83G12/2017/0064,Manipur,Tamenglong,,Dailong road,25.057194,93.603028,Debris,Slide,
19068,MN/UKH/83K12/2017/24,Manipur,Ukhrul,,Mapum,25.057361,94.533083,Debris,Slide,
19069,MAN/TAM/83G12/2017/0065,Manipur,Tamenglong,,Dailong road,25.058833,93.604028,Debris,Slide,
19070,MN/UKH/83K12/2017/18,Manipur,Ukhrul,,Sahamphung,25.058833,94.55125,Soil,Slide,
19071,MAN/TAM/83G12/2017/0066,Manipur,Tamenglong,,Dailong road,25.059167,93.604222,Debris,Slide,
19072,MN/UKH/83K12/2017/59,Manipur,Ukhrul,,Khayang,25.059361,94.586361,Soil,Slide,
19073,MN/UKH/83K12/2017/19,Manipur,Ukhrul,,Sahamphung,25.059556,94.550611,Soil,Slide,
19074,MAN/TAM/83G12/2017/0067,Manipur,Tamenglong,,Dailong road,25.059861,93.604639,Debris,Slide,
19075,MN/UKH/83K12/2017/60,Manipur,Ukhrul,,Khayang,25.059861,94.584889,Debris,Slide,
19076,MN/UKH/83K12/2017/23,Manipur,Ukhrul,,Mapum,25.060389,94.535472,Debris,Slide,
19077,MAN/TAM/83G12/2017/0068,Manipur,Tamenglong,,Dailong road,25.061417,93.604889,Debris,Slide,
